mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_Boost__base_estimator__alpha,param_Boost__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
5.864600706100464,0.7096395969843493,0.008073997497558594,0.004037009976644844,-0.01,30,"{'Boost__base_estimator__alpha': -0.01, 'Boost__n_estimators': 30}",0.64375,0.625,0.678125,0.7125,0.715625,0.675,0.036174490321219444,64,0.95546875,0.940625,0.95546875,0.96640625,0.9671875,0.95703125,0.009644562101256839
5.885692024230957,0.6772937853387623,0.009337615966796876,0.0009758509012112295,-0.01,45,"{'Boost__base_estimator__alpha': -0.01, 'Boost__n_estimators': 45}",0.64375,0.625,0.678125,0.7125,0.715625,0.675,0.036174490321219444,64,0.95546875,0.940625,0.95546875,0.96640625,0.9671875,0.95703125,0.009644562101256839
5.866551542282105,0.7226237493463554,0.008080482482910156,0.0031160922912748064,-0.01,60,"{'Boost__base_estimator__alpha': -0.01, 'Boost__n_estimators': 60}",0.64375,0.625,0.678125,0.7125,0.715625,0.675,0.036174490321219444,64,0.95546875,0.940625,0.95546875,0.96640625,0.9671875,0.95703125,0.009644562101256839
5.87348895072937,0.7656250041765393,0.009905385971069335,0.0016638398023138955,-0.01,80,"{'Boost__base_estimator__alpha': -0.01, 'Boost__n_estimators': 80}",0.64375,0.625,0.678125,0.7125,0.715625,0.675,0.036174490321219444,64,0.95546875,0.940625,0.95546875,0.96640625,0.9671875,0.95703125,0.009644562101256839
5.888134336471557,0.7722432181624925,0.005225658416748047,0.0035510692492251644,-0.01,100,"{'Boost__base_estimator__alpha': -0.01, 'Boost__n_estimators': 100}",0.64375,0.625,0.678125,0.7125,0.715625,0.675,0.036174490321219444,64,0.95546875,0.940625,0.95546875,0.96640625,0.9671875,0.95703125,0.009644562101256839
0.45207724571228025,0.04714174289367984,0.003148603439331055,0.0032102674817638035,-0.0031622776601683794,1,"{'Boost__base_estimator__alpha': -0.0031622776601683794, 'Boost__n_estimators': 1}",0.75625,0.746875,0.68125,0.703125,0.703125,0.718125,0.028600152971618855,11,0.89140625,0.80546875,0.88828125,0.8875,0.92265625,0.8790625000000001,0.03905124837953328
0.9978633403778077,0.13274799461086972,0.003021860122680664,0.0031206571646864747,-0.0031622776601683794,2,"{'Boost__base_estimator__alpha': -0.0031622776601683794, 'Boost__n_estimators': 2}",0.75625,0.746875,0.68125,0.696875,0.703125,0.716875,0.02935504641454342,21,0.89140625,0.80546875,0.88828125,0.91875,0.92265625,0.8853125000000001,0.04226959604727729
2.765150260925293,0.2872527650595807,0.007008028030395508,0.0032036607349386634,-0.0031622776601683794,5,"{'Boost__base_estimator__alpha': -0.0031622776601683794, 'Boost__n_estimators': 5}",0.703125,0.63125,0.653125,0.73125,0.671875,0.678125,0.03552068059595705,60,0.94921875,0.9421875,0.94921875,0.95234375,0.9546875,0.94953125,0.004210060495408614
5.3921709060668945,0.8893844446683483,0.00807657241821289,0.0031303219894331076,-0.0031622776601683794,10,"{'Boost__base_estimator__alpha': -0.0031622776601683794, 'Boost__n_estimators': 10}",0.69375,0.584375,0.65,0.69375,0.671875,0.65875,0.040572080917793706,78,0.95078125,0.94609375,0.96328125,0.9671875,0.96328125,0.9581250000000001,0.008172935519138762
6.968284940719604,2.1256785367769533,0.009959983825683593,0.0004271858302683891,-0.0031622776601683794,20,"{'Boost__base_estimator__alpha': -0.0031622776601683794, 'Boost__n_estimators': 20}",0.69375,0.584375,0.64375,0.696875,0.675,0.65875,0.04171143428365897,78,0.95078125,0.94609375,0.96484375,0.96953125,0.96171875,0.95859375,0.008783418326596992
